Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests,Strong Computing Fields,Weak Computing Fields,Degree Program
22449903,George,,Ojul,Male,2004-02-05,Uganda,Uganda,+256 7872 190 86,george.ojul169@co.ug,27 Avenue Central Soroti,Soroti,Soroti,36987,St. Lawrence University,2.58,2.97,72,3,5,"PHYS101, ML502, DATA201, CYBER301, AI501",18,"Git, Deep Learning, PyTorch","Communication, Critical Thinking, Time Management, Leadership, Problem-solving","NLP, Cybersecurity",Cybersecurity Analyst,"Farming, Sports",Auditory,Small group,Morning,"Cybersecurity, Computer Vision",Software Engineering,"Mobile Development, Security, DevOps",
22433855,Esther,,Nabukenya,Female,2002-03-26,Uganda,Uganda,+256 7906 601 39,esther.nabukenya170@yahoo.com,915 Avenue Lower Masaka,Masaka,Masaka,10307,Uganda Pentecostal University,2.86,None,17,65,5,"ECON101, AI501, EE301, BIO202, CYBER301",20,"PyTorch, SQL, TensorFlow, R, Java","Teamwork, Communication, Problem-solving, Time Management, Critical Thinking, Leadership","Data Science, Artificial Intelligence, Cybersecurity","Data Scientist, ML Engineer, Software Engineer, Cybersecurity Analyst","Dancing, Gaming",Reading/Writing,Alone,Morning,AI,"Web Development, Networking",Cloud Computing,
22523928,Pamela,,Adong,Female,2006-10-06,Uganda,Uganda,+256 7072 444 02,pamelaadong171@gmail.com,622 Plot Lower Iganga,Iganga,Iganga,83706,Uganda Martyrs University,3.16,2.8,20,42,3,"CS201, EE301, CYBER301",21,"Machine Learning, Python, AWS, Git, JavaScript, PyTorch, Docker","Critical Thinking, Problem-solving, Leadership, Teamwork","Computer Vision, Artificial Intelligence, None","Cybersecurity Analyst, Data Scientist, AI Researcher","Photography, Dancing",Reading/Writing,Small group,Evening,"Data Science, None, NLP, Cybersecurity","Algorithms, Machine Learning",Linear Algebra,
22347303,Christine,Joseph,Akena,Female,2000-07-27,Uganda,Uganda,+256 7418 843 19,christine_akena172@yahoo.com,860 Avenue Lower Nkumba,Nkumba,Wakiso,97395,Uganda Management Institute,2.66,2.34,120,73,6,"PHYS101, CS101, PSY101, MATH101, CYBER301, ECON101",14,"Machine Learning, C++, TensorFlow, Machine Learning","Time Management, Problem-solving, Teamwork, Communication","Cybersecurity, Machine Learning, None","Software Engineer, ML Engineer, Data Scientist",Gaming,Reading/Writing,Alone,Evening,AI,"Networking, Software Engineering, Data Structures, Databases","Security, DevOps, Mobile Development",
22624500,Mary,Michael,Ssali,Female,2006-03-14,Uganda,Uganda,+256 7997 719 64,maryssali173@mail.com,347 Plot Upper Arua,Arua,Arua,66335,Clarke International University,3.3,None,83,30,4,"CYBER301, MATH101, AI501, ML502",9,"SQL, Machine Learning, PyTorch, TensorFlow, AWS, Machine Learning, R","Communication, Critical Thinking, Teamwork, Problem-solving, Leadership, Time Management","Cybersecurity, Artificial Intelligence, Data Science","Data Scientist, AI Researcher","Gaming, Photography, Farming, Football",Visual,One-on-one,Late night,"NLP, Data Science",Machine Learning,Research Methods,
22155160,Nathan,Faith,Otieno,Male,2003-11-13,Uganda,Uganda,+256 7760 498 95,nathanotieno174@co.ug,492 Road Central Kampala,Kampala,Kampala,59891,Great Lakes Regional University,2.96,2.57,24,44,6,"CYBER301, ML502, PSY101, CS201, CS101, PHYS101",20,"TensorFlow, C++, Deep Learning, Python, Git, SQL, Machine Learning, R","Teamwork, Communication",Cybersecurity,"Data Scientist, AI Researcher, Cybersecurity Analyst, Software Engineer","Sports, Cooking, Hiking, Gaming",Visual,One-on-one,Afternoon,"Machine Learning, Computer Vision, Cybersecurity, None",Algorithms,"Mobile Development, Cloud Computing, Security",
22350992,Lawrence,Joyce,Asiimwe,Male,2001-05-01,Uganda,Uganda,+256 7667 700 77,lawrence.asiimwe175@mail.com,583 Street Central Soroti,Soroti,Soroti,92021,Busoga University,3.18,3.22,121,38,5,"CS101, EE301, PHYS101, AI501, BIO202",15,"Docker, Deep Learning, C++, TensorFlow, R, Python, JavaScript","Leadership, Time Management","Data Science, Artificial Intelligence, Machine Learning, NLP","Cybersecurity Analyst, Software Engineer, AI Researcher, ML Engineer","Gaming, Hiking, Photography",Visual,One-on-one,Morning,AI,"Data Structures, Machine Learning, Databases, Programming","Mobile Development, DevOps",
22376959,Sharon,Jane,King,Female,2006-09-28,Uganda,Uganda,+256 7509 112 70,sharonking176@yahoo.com,870 Street Central Masaka,Masaka,Masaka,40312,Great Lakes Regional University,3.3,3.82,61,100,6,"CS101, ECON101, DATA201, CS201, CYBER301, MATH101",13,"Machine Learning, Machine Learning, JavaScript, SQL, Cybersecurity","Leadership, Teamwork, Critical Thinking, Time Management","Cybersecurity, Machine Learning","Data Scientist, Software Engineer, Cybersecurity Analyst, AI Researcher","Dancing, Farming",Kinesthetic,Small group,Evening,"None, Machine Learning, Cybersecurity, Computer Vision, AI","Data Structures, Programming","Linear Algebra, DevOps, Statistics",
22332323,Juliet,James,Otieno,Female,2006-03-27,Uganda,Uganda,+256 7413 293 57,julietotieno177@yahoo.com,284 Road Upper Kabwohe,Kabwohe,Sheema,75238,Cavendish University Uganda,3.95,None,123,81,4,"BIO202, DS401, DATA201, CS101",12,"Git, Machine Learning, Java, Python","Communication, Time Management, Critical Thinking, Teamwork","Data Science, Artificial Intelligence","AI Researcher, ML Engineer, Software Engineer","Football, Sports, Dancing, Music, Cooking",Reading/Writing,One-on-one,Afternoon,"Computer Vision, Machine Learning, AI, None","Programming, Software Engineering, Data Structures",Cloud Computing,
22511446,Rose,,Nakato,Female,2006-05-01,Uganda,Uganda,+256 7638 076 99,rose.nakato178@outlook.com,24 Road Central Hoima,Hoima,Hoima,54848,Makerere University Business School,3.16,None,41,72,5,"CS201, AI501, BIO202, MATH101, CS101",14,"R, Cybersecurity, Python, JavaScript, AWS, Deep Learning","Time Management, Critical Thinking, Leadership, Problem-solving","Artificial Intelligence, NLP, Data Science","AI Researcher, Software Engineer","Dancing, Cooking",Visual,Alone,Morning,"None, Cybersecurity, NLP, Machine Learning","Software Engineering, Networking","DevOps, Research Methods",
22243166,Solomon,Florence,Bae,Male,2006-12-11,Uganda,Uganda,+256 7756 042 45,solomon.bae179@yahoo.com,786 Plot Upper Nkozi,Nkozi,Mpigi,91858,Kampala University,3.56,3.98,54,62,4,"PHYS101, ECON101, AI501, CYBER301",21,"Git, SQL, TensorFlow, Java, JavaScript","Problem-solving, Teamwork, Critical Thinking","Cybersecurity, Machine Learning","ML Engineer, Cybersecurity Analyst, Software Engineer, Data Scientist",Reading,Auditory,Online,Late night,"Data Science, Computer Vision, NLP, None, Cybersecurity","Programming, Networking","Mobile Development, Cloud Computing",
22626539,Abel,Nakato,Bae,Male,2002-02-26,Uganda,Uganda,+256 7167 082 43,abel_bae180@gmail.com,736 Street Central Hoima,Hoima,Hoima,38142,Kabale University,3.72,None,18,53,4,"DATA201, BIO202, CS101, ML502",14,"C++, Machine Learning, Cybersecurity, Pandas, R, Python, Machine Learning","Leadership, Communication, Teamwork","Data Science, Artificial Intelligence","ML Engineer, AI Researcher","Cooking, Reading",Visual,Alone,Morning,"Machine Learning, Computer Vision","Data Structures, Databases, Programming, Web Development",DevOps,
22707150,Kenneth,Violet,Kiggundu,Male,2004-12-08,Uganda,Uganda,+256 7998 678 28,kennethkiggundu181@yahoo.com,120 Street Lower Kabwohe,Kabwohe,Sheema,25911,Kampala International University,2.6,3.13,50,99,5,"CYBER301, PHYS101, PSY101, AI501, DATA201",9,"TensorFlow, Git","Problem-solving, Communication, Leadership, Teamwork, Critical Thinking","Data Science, Cybersecurity",Software Engineer,"Farming, Gaming, Music, Reading",Kinesthetic,One-on-one,Evening,"Machine Learning, AI","Data Structures, Web Development, Algorithms, Programming",Statistics,
22170396,Emmanuel,Faith,Amony,Male,2004-08-10,Uganda,Uganda,+256 7043 509 50,emmanuel.amony182@co.ug,318 Road  Kabwohe,Kabwohe,Sheema,85675,Cavendish University Uganda,3.52,2.54,95,13,4,"DATA201, EE301, MATH101, BIO202",16,"Pandas, Git, Cybersecurity, R, Machine Learning, Python","Critical Thinking, Problem-solving, Communication, Time Management, Teamwork",NLP,"AI Researcher, Data Scientist, Cybersecurity Analyst, Software Engineer","Farming, Hiking, Sports",Visual,One-on-one,Late night,None,"Data Structures, Networking",Security,
22535867,Martha,,Aciro,Female,2002-04-04,Uganda,Uganda,+256 7922 487 92,martha_aciro183@co.ug,653 Street  Ndejje,Ndejje,Luwero,19529,Ndejje University,2.76,3.11,75,33,3,"PSY101, BIO202, CYBER301",21,"C++, Deep Learning, Pandas, Cybersecurity, Machine Learning","Teamwork, Communication, Time Management","Artificial Intelligence, Cybersecurity",Data Scientist,Gaming,Visual,One-on-one,Morning,AI,Programming,Research Methods,
22192392,Pamela,Mercy,Nabukenya,Female,2000-08-25,Uganda,Uganda,+256 7494 149 25,pamela_nabukenya184@outlook.com,903 Street Central Mbale,Mbale,Mbale,87472,African Rural University,2.42,3.45,88,15,6,"PHYS101, DATA201, CS101, BIO202, EE301, CS201",9,"TensorFlow, AWS, Git, Deep Learning, Docker","Critical Thinking, Problem-solving, Communication",NLP,"Data Scientist, ML Engineer, AI Researcher","Cooking, Watching films, Gaming, Sports, Dancing",Auditory,Small group,Late night,"AI, Computer Vision, NLP, Cybersecurity","Machine Learning, Databases, Web Development, Programming","Mobile Development, Statistics, DevOps",
22400554,Nalwadda,,Nabukenya,Female,2001-05-25,Uganda,Uganda,+256 7551 084 48,nalwaddanabukenya185@outlook.com,334 Street Central Soroti,Soroti,Soroti,96265,Makerere University,2.71,2.25,85,98,4,"PSY101, CS201, CYBER301, EE301",17,"R, Java, Git, AWS, JavaScript, PyTorch, Cybersecurity","Critical Thinking, Teamwork","Computer Vision, NLP, None, Machine Learning","Software Engineer, Data Scientist, AI Researcher, ML Engineer","Gaming, Dancing, Hiking",Auditory,Alone,Morning,"AI, Computer Vision",Algorithms,"Cloud Computing, Statistics",
22497596,Godfrey,David,Kayongo,Male,2004-01-01,Uganda,Uganda,+256 7993 763 32,godfrey_kayongo186@mail.com,439 Street  Lugazi,Lugazi,Buikwe,92835,Mbarara University of Science and Technology,2.31,None,37,42,5,"CS101, DATA201, EE301, BIO202, CYBER301",15,"Cybersecurity, Deep Learning, Git","Problem-solving, Time Management, Communication, Teamwork, Critical Thinking, Leadership","Computer Vision, Machine Learning","AI Researcher, Data Scientist, ML Engineer","Cooking, Photography, Reading, Hiking, Football, Music",Reading/Writing,Online,Afternoon,"None, Machine Learning, NLP, Cybersecurity",Programming,Linear Algebra,
22408813,Patience,Florence,Tumusiime,Female,1999-07-08,Uganda,Uganda,+256 7015 899 51,patiencetumusiime187@yahoo.com,330 Avenue Central Njeru,Njeru,Buikwe,97257,Uganda Martyrs University,2.36,3.24,23,93,6,"PHYS101, EE301, MATH101, DATA201, ML502, PSY101",10,"TensorFlow, AWS, Git, JavaScript, Docker, Cybersecurity, Machine Learning, C++","Communication, Teamwork, Problem-solving, Time Management, Leadership",Artificial Intelligence,"Software Engineer, Cybersecurity Analyst, Data Scientist, AI Researcher",Farming,Kinesthetic,Small group,Morning,"None, AI, Computer Vision, Cybersecurity, Data Science",Programming,Cloud Computing,
22885563,Sharon,Joseph,Opio,Female,2005-12-05,Uganda,Uganda,+256 7750 860 76,sharon.opio188@co.ug,456 Plot Lower Kisoro,Kisoro,Kisoro,39394,Muni University,3.14,3.27,26,62,3,"AI501, CS101, CYBER301",10,"Docker, C++, Python, Cybersecurity, Pandas","Communication, Time Management",Machine Learning,ML Engineer,Hiking,Visual,Small group,Evening,"NLP, Machine Learning, None",Databases,"Cloud Computing, Linear Algebra, DevOps",
22523119,Peace,,Obita,Female,1998-01-24,Uganda,Uganda,+256 7260 955 94,peace_obita189@gmail.com,852 Street Lower Soroti,Soroti,Soroti,21650,Gulu University,3.22,2.71,92,45,5,"DS401, BIO202, PSY101, CS201, MATH101",11,"JavaScript, Deep Learning","Critical Thinking, Problem-solving, Leadership, Communication, Teamwork","NLP, None","Software Engineer, AI Researcher, Data Scientist, Cybersecurity Analyst","Football, Hiking, Watching films, Photography, Music, Farming",Reading/Writing,One-on-one,Afternoon,"Data Science, Machine Learning, Cybersecurity, None","Programming, Web Development, Data Structures",DevOps,
22183756,Violet,,Otieno,Female,2003-02-09,Uganda,Uganda,+256 7866 023 64,violet_otieno190@mail.com,596 Plot Central Ndejje,Ndejje,Luwero,91304,All Saints University,3.57,None,100,87,6,"ECON101, BIO202, DS401, PSY101, ML502, MATH101",17,"AWS, SQL, JavaScript, Git, R","Teamwork, Critical Thinking, Communication, Leadership",Machine Learning,"Data Scientist, Cybersecurity Analyst, ML Engineer","Cooking, Dancing, Football, Farming, Sports",Auditory,Small group,Afternoon,"None, NLP","Data Structures, Programming","Linear Algebra, Statistics, Mobile Development",
22468958,Ronald,Peter,Nakato,Male,2001-03-13,Uganda,Uganda,+256 7782 970 86,ronaldnakato191@yahoo.com,707 Plot Central Hoima,Hoima,Hoima,91206,Kampala International University,2.65,None,115,108,5,"CS201, ML502, PHYS101, EE301, DATA201",18,"Python, PyTorch","Leadership, Time Management, Problem-solving","Cybersecurity, NLP, None, Machine Learning",AI Researcher,Farming,Visual,One-on-one,Morning,Data Science,"Programming, Machine Learning, Algorithms, Software Engineering","DevOps, Research Methods",
22255569,Emmanuel,,Paul,Male,2000-10-24,Uganda,Uganda,+256 7969 244 03,emmanuelpaul192@outlook.com,867 Street Lower Jinja,Jinja,Jinja,90096,Uganda Pentecostal University,3.1,2.13,122,38,4,"CS201, BIO202, PHYS101, AI501",12,"TensorFlow, PyTorch, R","Critical Thinking, Leadership, Teamwork, Problem-solving, Communication, Time Management","Computer Vision, Data Science, Machine Learning, NLP",Data Scientist,"Dancing, Gaming, Hiking, Cooking, Watching films, Music",Auditory,Online,Morning,"NLP, Cybersecurity, AI","Software Engineering, Data Structures, Machine Learning",Cloud Computing,
22773272,Joyce,Catherine,King,Female,2000-01-03,Uganda,Uganda,+256 7520 549 09,joyceking193@co.ug,153 Road Upper Fort Portal,Fort Portal,Kabarole,68685,St. Lawrence University,3.1,2.06,123,15,6,"EE301, DS401, CYBER301, ML502, BIO202, PSY101",21,"C++, PyTorch, Docker, Git, R","Time Management, Critical Thinking, Communication, Leadership, Teamwork",Machine Learning,"ML Engineer, AI Researcher, Data Scientist","Reading, Dancing, Sports",Visual,Online,Evening,"NLP, Data Science, AI",Algorithms,"Linear Algebra, Cloud Computing, DevOps",
22164963,Lydia,,Lubega,Female,2004-02-01,Uganda,Uganda,+256 7072 366 83,lydia_lubega194@outlook.com,761 Street Central Kasese,Kasese,Kasese,24310,Uganda Martyrs University,3.3,None,129,39,5,"PHYS101, ML502, PSY101, CS201, DS401",11,"Cybersecurity, Machine Learning","Leadership, Teamwork, Critical Thinking, Time Management, Problem-solving, Communication",Cybersecurity,"Software Engineer, Cybersecurity Analyst","Gaming, Music, Cooking, Dancing, Watching films, Hiking",Auditory,Online,Evening,"None, Cybersecurity, NLP, Machine Learning, Data Science",Algorithms,"Cloud Computing, Linear Algebra, Research Methods",
22389112,Samuel,Patience,Opiyo,Male,2001-04-18,Uganda,Uganda,+256 7023 630 19,samuel.opiyo195@yahoo.com,576 Road Central Mbarara,Mbarara,Mbarara,93427,Uganda Christian University,2.27,2.48,110,10,4,"DATA201, AI501, CYBER301, DS401",11,"AWS, Python","Leadership, Critical Thinking, Problem-solving, Communication, Time Management",Data Science,Software Engineer,Reading,Visual,Alone,Morning,"None, AI, Data Science, Computer Vision, Machine Learning","Data Structures, Algorithms, Software Engineering","DevOps, Mobile Development",
22211382,Eric,Nalwadda,Lakot,Male,2002-12-03,Uganda,Uganda,+256 7243 864 30,eric.lakot196@yahoo.com,881 Avenue Lower Nkozi,Nkozi,Mpigi,85149,Kyambogo University,3.67,2.86,40,107,3,"PHYS101, ML502, CYBER301",9,"TensorFlow, Git, Deep Learning, Python","Time Management, Problem-solving, Communication, Critical Thinking, Leadership",NLP,"AI Researcher, Cybersecurity Analyst, Software Engineer","Football, Watching films, Photography, Farming, Reading",Kinesthetic,Small group,Late night,NLP,"Programming, Web Development, Software Engineering, Networking","Cloud Computing, Research Methods",
22897959,Brian,Harriet,Namyalo,Male,1999-02-22,Uganda,Uganda,+256 7456 686 73,brian_namyalo197@yahoo.com,824 Street Upper Ibanda,Ibanda,Ibanda,95909,Lira University,2.84,None,74,25,6,"CYBER301, PSY101, BIO202, DS401, DATA201, AI501",19,"JavaScript, TensorFlow, Git, SQL, R, Machine Learning","Leadership, Critical Thinking, Problem-solving, Teamwork, Time Management, Communication",Cybersecurity,"AI Researcher, Software Engineer",Sports,Kinesthetic,Alone,Afternoon,"Computer Vision, None","Algorithms, Databases, Programming","Security, DevOps",
22767448,Janet,,Mukasa,Female,2006-08-06,Uganda,Uganda,+256 7971 247 25,janetmukasa198@outlook.com,511 Plot  Lira,Lira,Lira,43888,Gulu University,2.76,None,34,70,4,"PHYS101, CYBER301, DS401, DATA201",13,"Pandas, AWS, Docker, PyTorch, Machine Learning","Teamwork, Critical Thinking, Problem-solving, Time Management, Communication","None, NLP, Cybersecurity, Computer Vision","ML Engineer, Data Scientist, AI Researcher, Cybersecurity Analyst","Dancing, Cooking",Visual,Online,Late night,"Cybersecurity, Computer Vision, None, Data Science",Databases,"Research Methods, Cloud Computing",
22550739,Ivan,,Aciro,Male,2003-11-09,Uganda,Uganda,+256 7784 286 64,ivan_aciro199@mail.com,980 Avenue Central Hoima,Hoima,Hoima,29400,Uganda Christian University,3.8,3.58,26,20,4,"AI501, MATH101, DATA201, DS401",17,"JavaScript, Pandas, R, Git","Communication, Leadership, Critical Thinking","Computer Vision, Machine Learning, Cybersecurity, Artificial Intelligence",Data Scientist,"Football, Photography, Watching films",Auditory,One-on-one,Evening,"Machine Learning, Computer Vision, None, Cybersecurity","Networking, Data Structures, Machine Learning, Algorithms",Cloud Computing,
22853745,Anna,Moses,Kayongo,Female,2002-07-17,Uganda,Uganda,+256 7963 543 14,anna_kayongo200@mail.com,207 Avenue  Kasese,Kasese,Kasese,51502,Kyambogo University,2.53,None,28,98,6,"BIO202, DS401, AI501, CYBER301, MATH101, EE301",9,"Machine Learning, Python, C++, AWS, Java, PyTorch, Cybersecurity","Time Management, Teamwork","Cybersecurity, None, Artificial Intelligence, Data Science","ML Engineer, Cybersecurity Analyst, AI Researcher",Photography,Kinesthetic,Small group,Afternoon,"NLP, None",Programming,"Linear Algebra, Cloud Computing",
22570057,Kenneth,,Nakato,Male,1998-09-17,Uganda,Uganda,+256 7587 045 17,kennethnakato201@outlook.com,64 Road  Kampala,Kampala,Kampala,80381,Islamic University in Uganda,2.93,2.52,81,105,5,"PHYS101, ML502, CYBER301, DATA201, BIO202",17,"C++, AWS","Time Management, Leadership, Critical Thinking, Teamwork","Artificial Intelligence, Computer Vision, None, Machine Learning",AI Researcher,"Cooking, Hiking",Kinesthetic,One-on-one,Morning,AI,"Programming, Networking, Machine Learning, Data Structures","Cloud Computing, Security, DevOps",
22347048,Catherine,Jane,Adong,Female,2001-07-02,Uganda,Uganda,+256 7033 433 81,catherine_adong202@mail.com,657 Street Upper Hoima,Hoima,Hoima,56647,Uganda Christian University,3.21,None,82,87,6,"DATA201, MATH101, DS401, ML502, PHYS101, AI501",10,"Java, SQL, JavaScript, Python","Time Management, Problem-solving, Leadership, Teamwork, Critical Thinking","Data Science, NLP, Artificial Intelligence","AI Researcher, Data Scientist, Cybersecurity Analyst, Software Engineer","Photography, Football, Watching films, Farming",Reading/Writing,Alone,Evening,Machine Learning,"Machine Learning, Programming, Data Structures","Security, Research Methods",
22632896,William,Charles,Aceng,Male,2002-09-10,Uganda,Uganda,+256 7857 961 59,william_aceng203@mail.com,499 Plot  Hoima,Hoima,Hoima,99120,Victoria University Uganda,3.46,2.8,79,49,3,"CS101, BIO202, ECON101",16,"TensorFlow, Cybersecurity","Time Management, Communication","Computer Vision, Machine Learning, Cybersecurity","ML Engineer, Software Engineer, AI Researcher, Cybersecurity Analyst","Football, Sports, Music, Hiking, Cooking, Gaming",Kinesthetic,One-on-one,Afternoon,"Computer Vision, Machine Learning, Cybersecurity, NLP, None",Programming,"DevOps, Cloud Computing, Statistics",
22406695,Nalwadda,,Ssebagala,Female,2005-05-04,Uganda,Uganda,+256 7120 710 81,nalwadda_ssebagala204@co.ug,259 Avenue Upper Mbarara,Mbarara,Mbarara,52557,Victoria University Uganda,2.37,2.61,49,85,6,"DS401, CS101, PHYS101, CYBER301, EE301, PSY101",9,"Cybersecurity, PyTorch","Communication, Time Management, Problem-solving, Leadership, Critical Thinking, Teamwork","Artificial Intelligence, Computer Vision, Machine Learning, Cybersecurity","AI Researcher, Cybersecurity Analyst","Sports, Music, Football, Watching films, Cooking",Visual,One-on-one,Morning,"AI, Data Science, None, Machine Learning","Software Engineering, Data Structures",DevOps,
22592054,Andrew,Brian,Obita,Male,2000-03-27,Uganda,Uganda,+256 7017 780 41,andrewobita205@yahoo.com,103 Plot Upper Budaka,Budaka,Budaka,11884,Kampala University,2.31,2.65,61,85,3,"CS101, PHYS101, EE301",10,"JavaScript, Cybersecurity, R, TensorFlow, PyTorch, SQL","Time Management, Problem-solving, Leadership, Teamwork, Critical Thinking","Data Science, Cybersecurity","Software Engineer, AI Researcher, Data Scientist, Cybersecurity Analyst","Cooking, Dancing",Auditory,One-on-one,Morning,Data Science,"Algorithms, Networking, Software Engineering","Statistics, Linear Algebra, Mobile Development",
22406082,David,,Tumusiime,Male,2001-10-10,Uganda,Uganda,+256 7947 758 30,davidtumusiime206@co.ug,824 Street  Budaka,Budaka,Budaka,72056,ISBAT University,3.69,2.41,118,73,3,"CYBER301, CS201, BIO202",9,"Machine Learning, SQL, C++, Pandas","Time Management, Teamwork, Critical Thinking, Leadership","Data Science, Machine Learning","AI Researcher, Software Engineer, ML Engineer","Football, Gaming",Reading/Writing,One-on-one,Late night,Data Science,Data Structures,"Security, Mobile Development",
22109239,Thomas,Isaac,Amony,Male,2000-01-21,Uganda,Uganda,+256 7889 568 54,thomas_amony207@co.ug,458 Avenue Upper Lira,Lira,Lira,11774,Great Lakes Regional University,3.55,3.39,64,23,6,"PHYS101, DATA201, CS101, EE301, ML502, BIO202",12,"AWS, SQL","Leadership, Problem-solving, Communication","Computer Vision, None, Machine Learning","Software Engineer, AI Researcher","Cooking, Reading, Sports, Football",Visual,One-on-one,Late night,"AI, NLP","Algorithms, Databases, Software Engineering",Research Methods,
22995927,Isaac,Vincent,Ojul,Male,2005-06-05,Uganda,Uganda,+256 7477 489 66,isaac_ojul208@gmail.com,959 Avenue Upper Gulu,Gulu,Gulu,88926,Uganda Management Institute,2.57,3.94,47,84,4,"DS401, PHYS101, PSY101, ECON101",11,"R, SQL, Python, PyTorch, Machine Learning, Java, Docker, Cybersecurity","Time Management, Problem-solving, Teamwork, Critical Thinking","Artificial Intelligence, Data Science","AI Researcher, Software Engineer, Data Scientist, ML Engineer",Farming,Reading/Writing,One-on-one,Morning,"Cybersecurity, Computer Vision, NLP","Data Structures, Networking, Databases",Statistics,
22315548,Simon,Rachel,Odoch,Male,1998-07-04,Uganda,Uganda,+256 7985 173 77,simonodoch209@mail.com,771 Plot Central Lira,Lira,Lira,19997,St. Lawrence University,3.12,2.78,100,57,4,"BIO202, CYBER301, DATA201, CS201",9,"Deep Learning, TensorFlow, Docker, Git, Cybersecurity, C++","Teamwork, Communication","NLP, Computer Vision, Machine Learning","ML Engineer, Cybersecurity Analyst, AI Researcher, Data Scientist","Dancing, Sports, Football",Visual,Online,Afternoon,Cybersecurity,"Machine Learning, Algorithms, Programming","Linear Algebra, Statistics",
22887346,Florence,,Mugisha,Female,2001-08-16,Uganda,Uganda,+256 7299 472 09,florence.mugisha210@yahoo.com,705 Plot Central Jinja,Jinja,Jinja,60544,Islamic University in Uganda,3.99,2.53,39,63,3,"ECON101, CYBER301, AI501",18,"Python, Git, Deep Learning, PyTorch, Docker, AWS, TensorFlow","Time Management, Leadership, Critical Thinking, Teamwork, Problem-solving","Machine Learning, NLP",ML Engineer,"Farming, Music, Watching films, Gaming",Kinesthetic,Alone,Afternoon,"NLP, Computer Vision, AI","Programming, Web Development, Databases","Statistics, Research Methods, Cloud Computing",
22565358,Stephen,,Obita,Male,1998-12-27,Uganda,Uganda,+256 7528 492 25,stephen.obita211@gmail.com,596 Avenue Lower Iganga,Iganga,Iganga,79215,Nsaka University,3.27,3.22,28,75,6,"EE301, CS101, ML502, BIO202, PSY101, MATH101",17,"AWS, Cybersecurity","Teamwork, Communication, Critical Thinking",NLP,"Cybersecurity Analyst, Software Engineer, ML Engineer","Gaming, Hiking, Football, Farming",Kinesthetic,Alone,Late night,"Cybersecurity, None, Computer Vision, Data Science, NLP","Software Engineering, Machine Learning",DevOps,
22975682,Lawrence,,Nalwadda,Male,2002-05-07,Uganda,Uganda,+256 7038 189 70,lawrence_nalwadda212@outlook.com,10 Avenue Upper Kampala,Kampala,Kampala,73084,International University of East Africa,3.92,3.71,22,110,4,"BIO202, DS401, ML502, DATA201",17,"JavaScript, R, Pandas, Cybersecurity, Git, Java, AWS, Machine Learning","Time Management, Teamwork, Leadership, Critical Thinking, Problem-solving, Communication","Artificial Intelligence, Data Science, Computer Vision","Data Scientist, Cybersecurity Analyst, Software Engineer, AI Researcher","Farming, Sports, Photography, Hiking, Cooking",Kinesthetic,Small group,Morning,"AI, None, NLP, Machine Learning",Algorithms,"Linear Algebra, Mobile Development, Research Methods",
22165924,Pamela,Sarah,Nabukenya,Female,2001-12-08,Uganda,Uganda,+256 7183 598 57,pamela.nabukenya213@yahoo.com,858 Avenue Lower Lira,Lira,Lira,57211,Cavendish University Uganda,2.91,3.01,38,108,5,"CYBER301, ML502, PHYS101, EE301, DS401",18,"AWS, Git, R, Docker","Critical Thinking, Communication, Time Management, Leadership, Teamwork, Problem-solving",Cybersecurity,AI Researcher,"Football, Dancing, Farming, Hiking",Visual,One-on-one,Evening,"Machine Learning, NLP, Data Science, Computer Vision","Data Structures, Programming",Research Methods,
22739198,Francis,Rachel,Oryem,Male,2005-08-25,Uganda,Uganda,+256 7607 834 18,francis_oryem214@gmail.com,643 Street  Masaka,Masaka,Masaka,54629,Busoga University,2.89,2.85,76,30,3,"DS401, CYBER301, ECON101",9,"Python, AWS","Teamwork, Problem-solving, Leadership","NLP, Machine Learning","Software Engineer, AI Researcher","Music, Dancing",Visual,One-on-one,Afternoon,"AI, Data Science, NLP, Machine Learning","Machine Learning, Web Development",Cloud Computing,
22816762,Vincent,Sylvia,Mugisha,Male,2005-05-14,Uganda,Uganda,+256 7798 449 50,vincent.mugisha215@yahoo.com,970 Street Lower Kampala,Kampala,Wakiso,68864,Mbarara University of Science and Technology,3.52,None,57,36,5,"BIO202, CYBER301, ECON101, EE301, PSY101",10,"TensorFlow, Git, PyTorch","Critical Thinking, Leadership, Teamwork, Communication, Problem-solving","Artificial Intelligence, Data Science, Computer Vision, Cybersecurity","ML Engineer, Software Engineer, Data Scientist, Cybersecurity Analyst",Farming,Auditory,Alone,Morning,"Data Science, None, Machine Learning","Machine Learning, Programming, Databases","Statistics, Cloud Computing, Research Methods",
