Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests,Strong Computing Fields,Weak Computing Fields,Degree Program
22524406,Godfrey,,Nabunya,Male,2004-10-23,Uganda,Uganda,+256 7921 290 60,godfrey_nabunya1008@gmail.com,970 Avenue  Hoima,Hoima,Hoima,77507,Makerere University,2.23,,22,26,3,"CS201, AI501, DS401",10,"Java, Deep Learning","Problem-solving, Teamwork, Communication, Critical Thinking, Time Management, Leadership",Cybersecurity,"Software Engineer, AI Researcher","Football, Music",Visual,Small group,Evening,Cybersecurity,"Databases, Machine Learning, Algorithms, Software Engineering","Linear Algebra, Statistics",Bachelor of Science in Economics (College of Business and Management Sciences)
22408813,Patience,Florence,Tumusiime,Female,1999-07-08,Uganda,Uganda,+256 7015 899 51,patiencetumusiime187@yahoo.com,330 Avenue Central Njeru,Njeru,Buikwe,97257,Makerere University,2.36,3.24,23,93,6,"PHYS101, EE301, MATH101, DATA201, ML502, PSY101",10,"TensorFlow, AWS, Git, JavaScript, Docker, Cybersecurity, Machine Learning, C++","Communication, Teamwork, Problem-solving, Time Management, Leadership",Artificial Intelligence,"Software Engineer, Cybersecurity Analyst, Data Scientist, AI Researcher",Farming,Kinesthetic,Small group,Morning,"None, AI, Computer Vision, Cybersecurity, Data Science",Programming,Cloud Computing,Bachelor of Science in Economics (College of Business and Management Sciences)
22680623,Bosco,Janet,Asiimwe,Male,2003-04-28,Uganda,Uganda,+256 7467 028 51,boscoasiimwe963@outlook.com,329 Road Central Kisoro,Kisoro,Kisoro,70214,Makerere University,2.35,3.18,130,73,6,"ML502, ECON101, DS401, DATA201, PHYS101, BIO202",17,"Cybersecurity, PyTorch, Pandas, TensorFlow","Problem-solving, Teamwork, Time Management",Artificial Intelligence,"Data Scientist, ML Engineer, AI Researcher, Software Engineer","Gaming, Farming, Football",Visual,Alone,Morning,"None, Data Science, Machine Learning, Cybersecurity","Networking, Data Structures, Web Development, Software Engineering","Linear Algebra, Research Methods",Bachelor of Science in Economics (College of Business and Management Sciences)
22532678,Sylvia,John,Laker,Female,2003-11-09,Uganda,Uganda,+256 7777 376 81,sylvia.laker713@gmail.com,536 Avenue Lower Lugazi,Lugazi,Buikwe,15784,Makerere University,3.35,2.68,68,24,3,"ECON101, EE301, CYBER301",11,"C++, Git, AWS, Pandas, JavaScript","Time Management, Communication, Problem-solving, Teamwork","Data Science, Cybersecurity",Data Scientist,"Farming, Hiking",Auditory,Small group,Morning,"NLP, None, Cybersecurity, Data Science, AI",Software Engineering,"Cloud Computing, Mobile Development, Statistics",Bachelor of Science in Economics (College of Business and Management Sciences)
22950782,Sarah,Josephine,Wandera,Female,2001-01-08,Uganda,Uganda,+256 7137 009 94,sarahwandera837@mail.com,818 Plot Lower Kampala,Kampala,Kampala,19493,Makerere University,2.25,2.49,79,92,5,"CYBER301, AI501, MATH101, BIO202, DATA201",18,"Java, TensorFlow, Docker","Critical Thinking, Time Management, Communication, Teamwork, Problem-solving","None, Computer Vision","AI Researcher, Data Scientist","Cooking, Sports, Music, Photography",Auditory,Online,Afternoon,Machine Learning,"Machine Learning, Networking","Mobile Development, Statistics, Linear Algebra",Bachelor of Science in Economics (College of Business and Management Sciences)
22141496,Kenneth,Alex,Oryem,Male,2004-05-17,Uganda,Uganda,+256 7137 949 61,kennethoryem683@yahoo.com,828 Avenue Central Arua,Arua,Arua,26334,Makerere University,3.03,2.42,42,28,4,"DATA201, PHYS101, CS201, BIO202",13,"Cybersecurity, Python, Deep Learning, C++","Time Management, Teamwork, Communication, Problem-solving, Leadership, Critical Thinking","Machine Learning, Cybersecurity","Cybersecurity Analyst, AI Researcher, Software Engineer","Reading, Hiking, Sports, Football",Kinesthetic,Alone,Afternoon,AI,"Web Development, Programming, Software Engineering, Data Structures","Statistics, Linear Algebra, Mobile Development",Bachelor of Science in Economics (College of Business and Management Sciences)
22466556,Betty,,Nsubuga,Female,2004-02-10,Uganda,Uganda,+256 7817 947 80,betty_nsubuga658@co.ug,258 Avenue Lower Lira,Lira,Lira,10048,Makerere University,3.24,,119,29,3,"DS401, CYBER301, DATA201",14,"Machine Learning, SQL","Problem-solving, Communication, Leadership","None, Data Science, Computer Vision, Machine Learning","ML Engineer, Cybersecurity Analyst, AI Researcher, Data Scientist","Dancing, Watching films, Gaming, Photography, Music",Auditory,Online,Evening,"AI, Machine Learning, Computer Vision, NLP","Databases, Networking, Data Structures","Research Methods, Cloud Computing, DevOps",Bachelor of Science in Economics (College of Business and Management Sciences)
22816762,Vincent,Sylvia,Mugisha,Male,2005-05-14,Uganda,Uganda,+256 7798 449 50,vincent.mugisha215@yahoo.com,970 Street Lower Kampala,Kampala,Wakiso,68864,Makerere University,3.52,,57,36,5,"BIO202, CYBER301, ECON101, EE301, PSY101",10,"TensorFlow, Git, PyTorch","Critical Thinking, Leadership, Teamwork, Communication, Problem-solving","Artificial Intelligence, Data Science, Computer Vision, Cybersecurity","ML Engineer, Software Engineer, Data Scientist, Cybersecurity Analyst",Farming,Auditory,Alone,Morning,"Data Science, None, Machine Learning","Machine Learning, Programming, Databases","Statistics, Cloud Computing, Research Methods",Bachelor of Science in Economics (College of Business and Management Sciences)
22653143,Christine,Francis,Adong,Female,2003-05-12,Uganda,Uganda,+256 7765 327 54,christine.adong330@co.ug,305 Plot Upper Nkozi,Nkozi,Mpigi,25876,Makerere University,3.27,3.49,75,4,3,"ML502, PSY101, AI501",9,"Pandas, PyTorch, Java, Git, TensorFlow","Critical Thinking, Time Management, Communication, Problem-solving, Leadership, Teamwork","NLP, Computer Vision","ML Engineer, Cybersecurity Analyst",Reading,Visual,Alone,Late night,"Computer Vision, None, Cybersecurity","Networking, Databases, Web Development, Programming","Mobile Development, Statistics, DevOps",Bachelor of Science in Economics (College of Business and Management Sciences)
22899884,Alice,,Ojul,Female,2002-02-13,Uganda,Uganda,+256 7241 928 05,alice_ojul676@yahoo.com,603 Street Central Kumi,Kumi,Kumi,14138,Makerere University,2.47,2.1,43,65,6,"MATH101, ML502, DATA201, PHYS101, CS201, ECON101",15,"TensorFlow, Java, R","Leadership, Teamwork, Time Management, Critical Thinking, Problem-solving","None, NLP, Artificial Intelligence, Data Science","AI Researcher, Data Scientist","Watching films, Cooking, Reading, Dancing",Reading/Writing,Online,Late night,"Data Science, Cybersecurity, Computer Vision, AI","Networking, Databases, Machine Learning","Linear Algebra, Cloud Computing, Research Methods",Bachelor of Science in Economics (College of Business and Management Sciences)
22975543,Abel,Abel,Tumusiime,Male,2006-11-07,Uganda,Uganda,+256 7130 763 73,abel.tumusiime844@gmail.com,466 Road Upper Jinja,Jinja,Jinja,52697,Makerere University,2.42,3.74,90,70,5,"BIO202, ECON101, DS401, PSY101, CS201",16,"R, Python, PyTorch, Git","Critical Thinking, Teamwork, Problem-solving, Communication, Time Management","Computer Vision, NLP, Machine Learning",ML Engineer,Photography,Auditory,One-on-one,Afternoon,"Machine Learning, Computer Vision","Databases, Algorithms",Linear Algebra,Bachelor of Science in Economics (College of Business and Management Sciences)
22462741,Brian,,Tumusiime,Male,2002-03-28,Uganda,Uganda,+256 7164 878 64,brian_tumusiime1015@outlook.com,844 Plot Lower Kabwohe,Kabwohe,Sheema,74552,Makerere University,3.7,,37,30,6,"CYBER301, PSY101, DS401, DATA201, BIO202, MATH101",13,"R, JavaScript, Docker","Problem-solving, Leadership, Critical Thinking, Communication, Time Management","Computer Vision, None","Software Engineer, Data Scientist, AI Researcher, ML Engineer","Sports, Dancing, Football",Reading/Writing,Alone,Morning,"NLP, Computer Vision, None","Web Development, Data Structures, Algorithms",Cloud Computing,Bachelor of Science in Economics (College of Business and Management Sciences)
22176930,Ivan,Susan,Aciro,Male,2002-11-18,Uganda,Uganda,+256 7620 980 00,ivan.aciro591@mail.com,702 Avenue Lower Hoima,Hoima,Hoima,83644,Makerere University,2.68,3.79,87,28,6,"MATH101, AI501, ECON101, CS201, DS401, DATA201",20,"Machine Learning, Docker, Deep Learning, R, Git, C++","Teamwork, Time Management","Computer Vision, Cybersecurity, Machine Learning, None","AI Researcher, Cybersecurity Analyst, ML Engineer, Software Engineer","Farming, Cooking, Reading, Sports, Hiking",Kinesthetic,Small group,Morning,"Computer Vision, NLP, AI","Networking, Programming, Machine Learning","Security, Statistics, Linear Algebra",Bachelor of Science in Economics (College of Business and Management Sciences)
22615456,Francis,Joseph,Laker,Male,2003-01-03,Uganda,Uganda,+256 7797 398 27,francis.laker821@co.ug,11 Plot Central Masaka,Masaka,Masaka,80698,Makerere University,2.51,3.47,42,49,3,"MATH101, EE301, BIO202",18,"AWS, Machine Learning, Java, R, Cybersecurity, TensorFlow, Pandas, Docker","Communication, Time Management","NLP, Artificial Intelligence, Computer Vision, Cybersecurity",Software Engineer,"Reading, Music, Sports, Gaming, Cooking",Kinesthetic,Alone,Late night,"Data Science, Machine Learning, Computer Vision","Data Structures, Programming","Mobile Development, Research Methods, Statistics",Bachelor of Science in Economics (College of Business and Management Sciences)
22342078,Maria,Stephen,Nalwadda,Female,2006-07-17,Uganda,Uganda,+256 7930 455 70,maria.nalwadda76@yahoo.com,606 Avenue Upper Soroti,Soroti,Soroti,89305,Makerere University,3.16,3.91,39,35,6,"ML502, CYBER301, PSY101, DS401, BIO202, EE301",21,"TensorFlow, Cybersecurity, PyTorch","Critical Thinking, Teamwork, Problem-solving, Leadership","Data Science, Cybersecurity, Computer Vision, None","Software Engineer, ML Engineer, Cybersecurity Analyst, AI Researcher",Reading,Reading/Writing,Small group,Afternoon,Machine Learning,"Machine Learning, Web Development, Data Structures","Research Methods, Linear Algebra, Mobile Development",Bachelor of Science in Economics (College of Business and Management Sciences)
22672902,Emmanuel,,Acan,Male,2004-03-09,Uganda,Uganda,+256 7990 207 39,emmanuelacan932@co.ug,391 Plot Lower Nkozi,Nkozi,Mpigi,91206,Makerere University,2.46,3.29,45,64,6,"CS201, PHYS101, PSY101, AI501, DATA201, CS101",20,"Cybersecurity, SQL, R, C++, Deep Learning, Machine Learning, Python, Git","Time Management, Communication","Computer Vision, Cybersecurity, Machine Learning, Artificial Intelligence","Software Engineer, ML Engineer, Data Scientist","Gaming, Reading, Football, Farming, Music",Visual,One-on-one,Morning,"Machine Learning, AI, Computer Vision","Machine Learning, Programming, Web Development",DevOps,Bachelor of Science in Economics (College of Business and Management Sciences)
22707150,Kenneth,Violet,Kiggundu,Male,2004-12-08,Uganda,Uganda,+256 7998 678 28,kennethkiggundu181@yahoo.com,120 Street Lower Kabwohe,Kabwohe,Sheema,25911,Makerere University,2.6,3.13,50,99,5,"CYBER301, PHYS101, PSY101, AI501, DATA201",9,"TensorFlow, Git","Problem-solving, Communication, Leadership, Teamwork, Critical Thinking","Data Science, Cybersecurity",Software Engineer,"Farming, Gaming, Music, Reading",Kinesthetic,One-on-one,Evening,"Machine Learning, AI","Data Structures, Web Development, Algorithms, Programming",Statistics,Bachelor of Science in Economics (College of Business and Management Sciences)
22137017,Samuel,Patience,Lakot,Male,1999-10-12,Uganda,Uganda,+256 7513 604 26,samuellakot645@mail.com,571 Plot  Budaka,Budaka,Budaka,20679,Makerere University,2.63,2.69,100,89,5,"PSY101, BIO202, CYBER301, DS401, CS201",14,"Cybersecurity, Machine Learning, TensorFlow, Deep Learning, JavaScript, Git, AWS, Java","Communication, Time Management","NLP, Machine Learning, None","Cybersecurity Analyst, Software Engineer","Football, Watching films, Hiking, Cooking, Gaming, Music",Reading/Writing,Small group,Afternoon,"Data Science, Cybersecurity, None","Networking, Algorithms, Data Structures","Linear Algebra, DevOps, Cloud Computing",Bachelor of Science in Economics (College of Business and Management Sciences)
22652106,Martin,,Ssebagala,Male,2001-07-13,Uganda,Uganda,+256 7463 341 62,martin_ssebagala517@outlook.com,721 Road Central Kabale,Kabale,Kabale,76597,Makerere University,3.68,,54,95,4,"CS101, PHYS101, DS401, AI501",14,"JavaScript, AWS, TensorFlow, Machine Learning, C++, PyTorch","Communication, Leadership","None, Machine Learning, Data Science, NLP",Cybersecurity Analyst,"Watching films, Gaming, Sports, Hiking",Reading/Writing,Online,Afternoon,"Cybersecurity, AI, None, Computer Vision","Software Engineering, Databases, Data Structures",Linear Algebra,Bachelor of Science in Economics (College of Business and Management Sciences)
22435665,Godfrey,Edward,Oryem,Male,2003-02-15,Uganda,Uganda,+256 7069 232 56,godfrey.oryem663@mail.com,292 Road Upper Fort Portal,Fort Portal,Kabarole,27853,Makerere University,2.63,,107,17,4,"BIO202, EE301, CS201, PHYS101",22,"PyTorch, R","Teamwork, Problem-solving, Critical Thinking, Communication","Cybersecurity, Machine Learning","AI Researcher, Data Scientist","Football, Gaming, Photography, Farming, Watching films",Visual,Alone,Late night,Computer Vision,"Algorithms, Machine Learning",DevOps,Bachelor of Science in Economics (College of Business and Management Sciences)
22464475,Doreen,Peace,Lakot,Female,1998-08-16,Uganda,Uganda,+256 7206 546 51,doreen.lakot238@outlook.com,231 Plot Lower Nkozi,Nkozi,Mpigi,75491,Makerere University,2.52,,38,75,5,"MATH101, AI501, ECON101, BIO202, DATA201",9,"TensorFlow, C++","Communication, Problem-solving, Critical Thinking","Machine Learning, Cybersecurity, NLP, Artificial Intelligence","Cybersecurity Analyst, Software Engineer, AI Researcher","Cooking, Photography, Watching films, Hiking, Music, Football",Visual,Online,Morning,"Data Science, None, Computer Vision, Machine Learning","Software Engineering, Machine Learning",Research Methods,Bachelor of Science in Economics (College of Business and Management Sciences)
22177326,Lydia,Sylvia,Ochieng,Female,2005-09-07,Uganda,Uganda,+256 7785 113 85,lydia_ochieng828@mail.com,439 Avenue Central Ndejje,Ndejje,Luwero,34326,Makerere University,2.37,3.69,127,103,6,"DATA201, AI501, PHYS101, BIO202, DS401, CS101",10,"Python, Cybersecurity, Git, Pandas, PyTorch, Docker, JavaScript","Communication, Time Management, Problem-solving, Leadership, Critical Thinking","NLP, Computer Vision","AI Researcher, Cybersecurity Analyst, Software Engineer, Data Scientist","Photography, Music, Reading, Gaming",Auditory,Online,Late night,Cybersecurity,Data Structures,"Mobile Development, Research Methods",Bachelor of Science in Economics (College of Business and Management Sciences)
22732963,Joan,,Bae,Female,2006-04-10,Uganda,Uganda,+256 7799 006 92,joanbae3@gmail.com,919 Avenue Upper Kampala,Kampala,Wakiso,54252,Makerere University,3.29,3.09,53,70,3,"ECON101, AI501, MATH101",12,"C++, TensorFlow, JavaScript, Cybersecurity, SQL","Critical Thinking, Communication","Machine Learning, Cybersecurity","AI Researcher, Cybersecurity Analyst","Gaming, Dancing, Watching films, Photography, Hiking",Auditory,Small group,Late night,"Cybersecurity, Data Science, AI, None, Machine Learning","Algorithms, Web Development","DevOps, Statistics, Linear Algebra",Bachelor of Science in Economics (College of Business and Management Sciences)
22428667,Sarah,,Lubega,Female,2003-03-05,Uganda,Uganda,+256 7865 079 47,sarah.lubega947@yahoo.com,67 Avenue  Lira,Lira,Lira,74490,Makerere University,2.82,3.22,39,25,3,"EE301, CYBER301, MATH101",19,"Python, C++, Deep Learning, AWS, PyTorch, Git","Leadership, Problem-solving, Communication, Time Management","None, Artificial Intelligence, Computer Vision, Cybersecurity","AI Researcher, Software Engineer, ML Engineer","Watching films, Gaming, Music",Kinesthetic,Online,Evening,"Computer Vision, Cybersecurity, Data Science","Web Development, Networking, Databases",Cloud Computing,Bachelor of Science in Economics (College of Business and Management Sciences)
22543112,Sylvia,,Otieno,Female,1998-03-13,Uganda,Uganda,+256 7120 010 27,sylviaotieno847@gmail.com,976 Avenue Central Gulu,Gulu,Gulu,27525,Makerere University,3.3,2.53,126,59,4,"BIO202, CS201, MATH101, ECON101",20,"Python, Machine Learning, TensorFlow, Machine Learning","Critical Thinking, Problem-solving, Time Management","Data Science, Cybersecurity","Data Scientist, ML Engineer, AI Researcher, Software Engineer","Dancing, Cooking, Hiking, Music, Reading, Watching films",Kinesthetic,Small group,Morning,Cybersecurity,"Machine Learning, Algorithms, Programming","Mobile Development, Security",Bachelor of Science in Economics (College of Business and Management Sciences)
22895441,Peace,Jesca,Komakech,Female,1998-09-13,Uganda,Uganda,+256 7218 123 92,peace.komakech112@gmail.com,806 Avenue  Jinja,Jinja,Jinja,90305,Makerere University,2.25,,116,47,3,"EE301, DS401, PSY101",19,"TensorFlow, Python","Time Management, Communication, Leadership",Cybersecurity,"AI Researcher, Data Scientist, Cybersecurity Analyst",Reading,Visual,Online,Afternoon,"None, Machine Learning, AI","Web Development, Networking, Machine Learning, Databases","Cloud Computing, DevOps, Statistics",Bachelor of Science in Economics (College of Business and Management Sciences)
22593262,Nakato,George,Ochieng,Female,2004-04-16,Uganda,Uganda,+256 7918 814 15,nakato_ochieng385@gmail.com,703 Street  Mbale,Mbale,Mbale,87547,Makerere University,2.31,,121,0,3,"ML502, BIO202, CYBER301",9,"Machine Learning, Python, Machine Learning, Git","Leadership, Teamwork, Communication, Time Management, Critical Thinking, Problem-solving","Data Science, Computer Vision","ML Engineer, Cybersecurity Analyst, Software Engineer, Data Scientist",Music,Kinesthetic,One-on-one,Afternoon,Cybersecurity,"Programming, Algorithms","Research Methods, Cloud Computing, Mobile Development",Bachelor of Science in Economics (College of Business and Management Sciences)
22183218,Isaac,,Acan,Male,2000-11-24,Uganda,Uganda,+256 7735 386 79,isaacacan741@co.ug,204 Road Central Arua,Arua,Arua,55851,Makerere University,3.43,,99,49,3,"DS401, ECON101, CS201",18,"Cybersecurity, Pandas, Machine Learning, AWS, TensorFlow, Git","Leadership, Teamwork, Time Management, Problem-solving","Computer Vision, Cybersecurity, Data Science","Cybersecurity Analyst, Data Scientist, ML Engineer, Software Engineer","Dancing, Farming, Watching films",Visual,Small group,Evening,"Computer Vision, AI, Data Science, NLP","Software Engineering, Machine Learning","Linear Algebra, Mobile Development, DevOps",Bachelor of Science in Economics (College of Business and Management Sciences)
22390122,Henry,Abel,Laker,Male,2002-01-12,Uganda,Uganda,+256 7583 813 58,henry.laker1021@mail.com,76 Plot Upper Lugazi,Lugazi,Buikwe,12332,Makerere University,3.22,,53,23,6,"ML502, MATH101, CS201, ECON101, CS101, CYBER301",16,"Pandas, JavaScript, Machine Learning","Critical Thinking, Communication, Problem-solving",Data Science,Software Engineer,"Dancing, Gaming",Visual,Alone,Evening,"Cybersecurity, AI","Web Development, Algorithms","Cloud Computing, Research Methods, Security",Bachelor of Science in Economics (College of Business and Management Sciences)
22689228,Ronald,,Mukasa,Male,2001-05-01,Uganda,Uganda,+256 7821 474 42,ronald_mukasa906@gmail.com,217 Plot  Mbale,Mbale,Mbale,42582,Makerere University,2.55,,16,75,5,"EE301, CYBER301, ECON101, BIO202, AI501",22,"Machine Learning, Pandas, Python, SQL, Cybersecurity, JavaScript","Critical Thinking, Teamwork, Leadership, Problem-solving",Data Science,"ML Engineer, Data Scientist, Cybersecurity Analyst","Reading, Music, Sports, Watching films, Farming, Hiking",Kinesthetic,Online,Afternoon,"Computer Vision, Machine Learning, AI, Cybersecurity, NLP","Machine Learning, Data Structures, Programming","Research Methods, Mobile Development",Bachelor of Science in Economics (College of Business and Management Sciences)
22591540,Joseph,,Opiyo,Male,2002-03-19,Uganda,Uganda,+256 7157 225 76,josephopiyo106@gmail.com,855 Avenue Lower Kampala,Kampala,Wakiso,83270,Makerere University,3.02,3.33,129,25,4,"ML502, PSY101, BIO202, AI501",14,"SQL, R","Teamwork, Time Management, Communication",NLP,"Cybersecurity Analyst, Data Scientist","Farming, Football, Watching films, Sports, Reading",Kinesthetic,Small group,Late night,Machine Learning,"Web Development, Programming","Statistics, Research Methods",Bachelor of Science in Economics (College of Business and Management Sciences)
22757590,Charles,Christopher,King,Male,2002-08-15,Uganda,Uganda,+256 7919 560 58,charles.king417@gmail.com,244 Plot Central Masaka,Masaka,Masaka,12320,Makerere University,3.54,,56,60,6,"ECON101, CYBER301, EE301, CS201, MATH101, DS401",12,"Pandas, C++, Cybersecurity","Teamwork, Problem-solving, Critical Thinking, Communication, Leadership","None, Artificial Intelligence, Data Science","ML Engineer, Cybersecurity Analyst, AI Researcher, Data Scientist","Football, Photography, Cooking, Music, Farming, Hiking",Reading/Writing,Alone,Evening,"NLP, AI, None","Data Structures, Web Development, Databases, Networking",Mobile Development,Bachelor of Science in Economics (College of Business and Management Sciences)
22269967,Grace,David,Ojara,Female,2004-05-13,Uganda,Uganda,+256 7134 001 27,graceojara547@outlook.com,50 Avenue Lower Kampala,Kampala,Kampala,64139,Makerere University,3.67,3.35,124,36,4,"MATH101, PSY101, CS201, ECON101",16,"AWS, TensorFlow, R, PyTorch, Docker","Teamwork, Problem-solving, Time Management","NLP, Cybersecurity, None, Data Science","AI Researcher, Cybersecurity Analyst, ML Engineer, Software Engineer","Reading, Football",Reading/Writing,Alone,Late night,"Machine Learning, AI","Networking, Algorithms, Software Engineering, Web Development",Statistics,Bachelor of Science in Economics (College of Business and Management Sciences)
22217117,Stella,Daniel,Ssebagala,Female,1998-10-22,Uganda,Uganda,+256 7630 321 07,stellassebagala269@mail.com,530 Plot Central Nkumba,Nkumba,Wakiso,60318,Makerere University,3.45,3.01,47,54,3,"CS201, AI501, ML502",15,"AWS, Git, Docker, TensorFlow, Machine Learning, JavaScript, SQL","Teamwork, Leadership, Problem-solving, Time Management, Critical Thinking","Computer Vision, None, Data Science",ML Engineer,"Hiking, Farming, Cooking, Sports, Photography",Visual,Alone,Afternoon,"Computer Vision, Data Science, NLP, None",Software Engineering,"Mobile Development, Research Methods",Bachelor of Science in Economics (College of Business and Management Sciences)
22782696,Raymond,Martin,Nabukenya,Male,1998-10-06,Uganda,Uganda,+256 7261 483 38,raymond_nabukenya590@mail.com,251 Plot Upper Mbale,Mbale,Mbale,99980,Makerere University,3.97,2.69,104,19,6,"EE301, CYBER301, ML502, CS101, BIO202, DS401",12,"PyTorch, Deep Learning, SQL, Python, JavaScript","Problem-solving, Communication, Teamwork, Leadership, Time Management","Cybersecurity, Artificial Intelligence, NLP",Cybersecurity Analyst,"Photography, Farming, Cooking, Football, Sports",Visual,Small group,Morning,"Machine Learning, AI, None, Cybersecurity","Software Engineering, Algorithms, Web Development, Databases","Mobile Development, Security",Bachelor of Science in Economics (College of Business and Management Sciences)
22457663,Mercy,Hope,King,Female,2000-12-15,Uganda,Uganda,+256 7888 647 10,mercy_king898@yahoo.com,310 Plot Central Kumi,Kumi,Kumi,58079,Makerere University,3.87,3.07,102,0,5,"EE301, MATH101, CS101, BIO202, AI501",10,"C++, AWS, JavaScript, R, TensorFlow, Cybersecurity, Machine Learning","Communication, Teamwork, Leadership, Time Management","Artificial Intelligence, Cybersecurity, None, Machine Learning","Data Scientist, AI Researcher","Photography, Cooking, Reading, Football",Reading/Writing,One-on-one,Evening,"AI, NLP, None, Cybersecurity","Databases, Algorithms, Software Engineering",Mobile Development,Bachelor of Science in Economics (College of Business and Management Sciences)
22868755,Isaac,Brian,Asiimwe,Male,2004-04-01,Uganda,Uganda,+256 7502 053 05,isaac_asiimwe993@outlook.com,276 Avenue Lower Kisoro,Kisoro,Kisoro,57427,Makerere University,2.91,2.84,62,49,6,"DATA201, PHYS101, CYBER301, MATH101, EE301, ML502",19,"Machine Learning, C++","Communication, Critical Thinking, Problem-solving","Computer Vision, Machine Learning, Artificial Intelligence","AI Researcher, Data Scientist, ML Engineer","Hiking, Watching films, Farming, Music, Photography",Kinesthetic,Alone,Afternoon,Machine Learning,Data Structures,DevOps,Bachelor of Science in Economics (College of Business and Management Sciences)
22271545,Jane,Sarah,Owino,Female,1998-05-18,Uganda,Uganda,+256 7429 852 47,jane_owino249@gmail.com,655 Road Central Nkumba,Nkumba,Wakiso,24467,Makerere University,3.38,2.52,61,101,3,"BIO202, PSY101, DATA201",18,"Pandas, TensorFlow, C++, SQL, AWS","Leadership, Teamwork, Critical Thinking",Computer Vision,"Cybersecurity Analyst, Software Engineer, AI Researcher",Photography,Kinesthetic,One-on-one,Afternoon,"AI, Data Science, Computer Vision, None",Algorithms,"DevOps, Cloud Computing",Bachelor of Science in Economics (College of Business and Management Sciences)
22225848,Pamela,Michael,Lubega,Female,2002-06-28,Uganda,Uganda,+256 7723 284 15,pamelalubega60@gmail.com,790 Road Lower Kasese,Kasese,Kasese,52882,Makerere University,2.28,3.31,72,12,5,"DATA201, ML502, MATH101, BIO202, DS401",21,"Git, Machine Learning, Machine Learning, Docker","Leadership, Problem-solving, Communication, Critical Thinking, Time Management",Artificial Intelligence,"Data Scientist, ML Engineer, AI Researcher",Farming,Kinesthetic,Online,Late night,"NLP, Computer Vision, None, Data Science",Algorithms,Cloud Computing,Bachelor of Science in Economics (College of Business and Management Sciences)
22798436,Martha,,Ssebagala,Female,2005-11-25,Uganda,Uganda,+256 7832 743 56,martha_ssebagala491@mail.com,29 Avenue Lower Nkumba,Nkumba,Wakiso,44210,Makerere University,3.09,,63,76,6,"AI501, PHYS101, MATH101, CS101, EE301, PSY101",16,"Python, Docker","Time Management, Problem-solving, Communication, Leadership","None, NLP, Computer Vision, Machine Learning",ML Engineer,Hiking,Kinesthetic,Alone,Late night,"Data Science, Machine Learning",Web Development,"Statistics, Cloud Computing",Bachelor of Science in Economics (College of Business and Management Sciences)
22473658,Alice,Julius,Laker,Female,2004-08-21,Uganda,Uganda,+256 7956 463 41,alice.laker325@yahoo.com,534 Plot Central Kumi,Kumi,Kumi,61573,Makerere University,2.58,2.72,62,84,6,"DATA201, CS101, CYBER301, CS201, EE301, BIO202",13,"Java, Git","Critical Thinking, Teamwork","Artificial Intelligence, Machine Learning",Software Engineer,"Music, Hiking, Cooking",Auditory,One-on-one,Afternoon,"NLP, Data Science","Algorithms, Programming, Machine Learning","Cloud Computing, Security, Statistics",Bachelor of Science in Economics (College of Business and Management Sciences)
22994097,Andrew,,Mugisha,Male,2005-02-20,Uganda,Uganda,+256 7000 150 42,andrew_mugisha637@co.ug,194 Road Lower Arua,Arua,Arua,93689,Makerere University,3.28,3.01,127,29,3,"AI501, PHYS101, CYBER301",12,"PyTorch, Pandas, SQL, AWS","Problem-solving, Communication, Time Management, Leadership, Teamwork",NLP,"ML Engineer, Data Scientist, Cybersecurity Analyst","Photography, Watching films, Hiking, Music",Kinesthetic,Online,Afternoon,"AI, Cybersecurity, None","Web Development, Machine Learning, Data Structures",DevOps,Bachelor of Science in Economics (College of Business and Management Sciences)
22895402,Tony,Solomon,Lubega,Male,2004-08-05,Uganda,Uganda,+256 7761 485 50,tony.lubega29@co.ug,689 Plot Central Mbale,Mbale,Mbale,82665,Makerere University,3.26,3.33,29,95,6,"DATA201, PSY101, PHYS101, ML502, CYBER301, CS201",22,"SQL, AWS, Java, C++","Critical Thinking, Leadership",Artificial Intelligence,ML Engineer,Music,Reading/Writing,Online,Morning,"Cybersecurity, None, Computer Vision, Data Science",Networking,DevOps,Bachelor of Science in Economics (College of Business and Management Sciences)
22341197,Francis,,Kiggundu,Male,2005-01-16,Uganda,Uganda,+256 7533 956 94,francis.kiggundu836@outlook.com,89 Plot Lower Entebbe,Entebbe,Wakiso,31680,Makerere University,2.83,3.84,32,73,5,"EE301, DATA201, PHYS101, DS401, CYBER301",20,"AWS, PyTorch, R, Python","Problem-solving, Teamwork, Leadership, Time Management","Cybersecurity, Data Science, Computer Vision","Software Engineer, Data Scientist, Cybersecurity Analyst","Cooking, Reading",Visual,Online,Late night,"Data Science, None","Programming, Networking","Statistics, Cloud Computing, Research Methods",Bachelor of Science in Economics (College of Business and Management Sciences)
